features,model_name,measure,value
hd,lightgbm,average_precision_score,0.372
hd,lightgbm,average_precision_score_0.01,0.1
hd,lightgbm,average_precision_score_0.05,0.1
hd,lightgbm,average_precision_score_0.1,0.184
hd,xgboost,roc_auc_score,0.803
hd,xgboost,average_precision_score,0.371
hd,xgboost,average_precision_score_0.01,0.1
hd,xgboost,average_precision_score_0.05,0.1
hd,xgboost,average_precision_score_0.1,0.1
kl2,log_reg,roc_auc_score,0.737
kl2,log_reg,average_precision_score,0.269
kl2,log_reg,average_precision_score_0.01,0.1
kl2,log_reg,average_precision_score_0.05,0.102
kl2,log_reg,average_precision_score_0.1,0.107
kl2,random_forest,roc_auc_score,0.703
kl2,random_forest,average_precision_score,0.224
kl2,random_forest,average_precision_score_0.01,0.11
kl2,random_forest,average_precision_score_0.05,0.134
kl2,random_forest,average_precision_score_0.1,0.154
kl2,lightgbm,roc_auc_score,0.705
kl2,lightgbm,average_precision_score,0.235
kl2,lightgbm,average_precision_score_0.01,0.1
kl2,lightgbm,average_precision_score_0.05,0.104
kl2,lightgbm,average_precision_score_0.1,0.161
kl2,xgboost,roc_auc_score,0.703
kl2,xgboost,average_precision_score,0.23
kl2,xgboost,average_precision_score_0.01,0.104
kl2,xgboost,average_precision_score_0.05,0.127
kl2,xgboost,average_precision_score_0.1,0.157
l12,log_reg,roc_auc_score,0.74
l12,log_reg,average_precision_score,0.25
l12,log_reg,average_precision_score_0.01,0.1
l12,log_reg,average_precision_score_0.05,0.1
l12,log_reg,average_precision_score_0.1,0.1
l12,random_forest,roc_auc_score,0.715
l12,random_forest,average_precision_score,0.203
l12,random_forest,average_precision_score_0.01,0.113
l12,random_forest,average_precision_score_0.05,0.146
l12,random_forest,average_precision_score_0.1,0.154
l12,lightgbm,roc_auc_score,0.729
l12,lightgbm,average_precision_score,0.225
l12,lightgbm,average_precision_score_0.01,0.1
l12,lightgbm,average_precision_score_0.05,0.1
l12,lightgbm,average_precision_score_0.1,0.157
l12,xgboost,roc_auc_score,0.73
l12,xgboost,average_precision_score,0.224
l12,xgboost,average_precision_score_0.01,0.1
l12,xgboost,average_precision_score_0.05,0.1
l12,xgboost,average_precision_score_0.1,0.147
l22,log_reg,roc_auc_score,0.798
l22,log_reg,average_precision_score,0.316
l22,log_reg,average_precision_score_0.01,0.1
l22,log_reg,average_precision_score_0.05,0.1
l22,log_reg,average_precision_score_0.1,0.102
l22,random_forest,roc_auc_score,0.773
l22,random_forest,average_precision_score,0.281
l22,random_forest,average_precision_score_0.01,0.118
l22,random_forest,average_precision_score_0.05,0.157
l22,random_forest,average_precision_score_0.1,0.193
l22,lightgbm,roc_auc_score,0.785
l22,lightgbm,average_precision_score,0.284
l22,lightgbm,average_precision_score_0.01,0.1
l22,lightgbm,average_precision_score_0.05,0.1
l22,lightgbm,average_precision_score_0.1,0.195
l22,xgboost,roc_auc_score,0.785
l22,xgboost,average_precision_score,0.276
l22,xgboost,average_precision_score_0.01,0.1
l22,xgboost,average_precision_score_0.05,0.1
l22,xgboost,average_precision_score_0.1,0.1
hd2,log_reg,roc_auc_score,0.707
hd2,log_reg,average_precision_score,0.253
hd2,log_reg,average_precision_score_0.01,0.1
hd2,log_reg,average_precision_score_0.05,0.1
hd2,log_reg,average_precision_score_0.1,0.1
hd2,random_forest,roc_auc_score,0.683
hd2,random_forest,average_precision_score,0.222
hd2,random_forest,average_precision_score_0.01,0.103
hd2,random_forest,average_precision_score_0.05,0.126
hd2,random_forest,average_precision_score_0.1,0.144
hd2,lightgbm,roc_auc_score,0.687
hd2,lightgbm,average_precision_score,0.227
hd2,lightgbm,average_precision_score_0.01,0.1
hd2,lightgbm,average_precision_score_0.05,0.1
hd2,lightgbm,average_precision_score_0.1,0.14
hd2,xgboost,roc_auc_score,0.687
hd2,xgboost,average_precision_score,0.227
hd2,xgboost,average_precision_score_0.01,0.1
hd2,xgboost,average_precision_score_0.05,0.104
hd2,xgboost,average_precision_score_0.1,0.144
lcc,log_reg,roc_auc_score,0.748
lcc,log_reg,average_precision_score,0.188
lcc,log_reg,average_precision_score_0.01,0.101
lcc,log_reg,average_precision_score_0.05,0.107
lcc,log_reg,average_precision_score_0.1,0.116
lcc,random_forest,roc_auc_score,0.751
lcc,random_forest,average_precision_score,0.225
lcc,random_forest,average_precision_score_0.01,0.121
lcc,random_forest,average_precision_score_0.05,0.151
lcc,random_forest,average_precision_score_0.1,0.169
lcc,lightgbm,roc_auc_score,0.765
lcc,lightgbm,average_precision_score,0.238
lcc,lightgbm,average_precision_score_0.01,0.1
lcc,lightgbm,average_precision_score_0.05,0.1
lcc,lightgbm,average_precision_score_0.1,0.171
lcc,xgboost,roc_auc_score,0.762
lcc,xgboost,average_precision_score,0.227
lcc,xgboost,average_precision_score_0.01,0.1
lcc,xgboost,average_precision_score_0.05,0.1
lcc,xgboost,average_precision_score_0.1,0.1
bc,log_reg,roc_auc_score,0.559
bc,log_reg,average_precision_score,0.119
bc,log_reg,average_precision_score_0.01,0.1
bc,log_reg,average_precision_score_0.05,0.1
bc,log_reg,average_precision_score_0.1,0.1
bc,random_forest,roc_auc_score,0.533
bc,random_forest,average_precision_score,0.121
bc,random_forest,average_precision_score_0.01,0.1
bc,random_forest,average_precision_score_0.05,0.101
bc,random_forest,average_precision_score_0.1,0.109
bc,lightgbm,roc_auc_score,0.52
bc,lightgbm,average_precision_score,0.108
bc,lightgbm,average_precision_score_0.01,0.1
bc,lightgbm,average_precision_score_0.05,0.1
bc,lightgbm,average_precision_score_0.1,0.103
bc,xgboost,roc_auc_score,0.514
bc,xgboost,average_precision_score,0.108
bc,xgboost,average_precision_score_0.01,0.1
bc,xgboost,average_precision_score_0.05,0.1
bc,xgboost,average_precision_score_0.1,0.1
dc,log_reg,roc_auc_score,0.503
dc,log_reg,average_precision_score,0.102
dc,log_reg,average_precision_score_0.01,0.1
dc,log_reg,average_precision_score_0.05,0.1
dc,log_reg,average_precision_score_0.1,0.1
dc,random_forest,roc_auc_score,0.479
dc,random_forest,average_precision_score,0.095
dc,random_forest,average_precision_score_0.01,0.1
dc,random_forest,average_precision_score_0.05,0.099
dc,random_forest,average_precision_score_0.1,0.096
dc,lightgbm,roc_auc_score,0.48
dc,lightgbm,average_precision_score,0.096
dc,lightgbm,average_precision_score_0.01,0.1
dc,lightgbm,average_precision_score_0.05,0.1
dc,lightgbm,average_precision_score_0.1,0.096
dc,xgboost,roc_auc_score,0.483
dc,xgboost,average_precision_score,0.097
dc,xgboost,average_precision_score_0.01,0.1
dc,xgboost,average_precision_score_0.05,0.1
dc,xgboost,average_precision_score_0.1,0.099
ndc,log_reg,roc_auc_score,0.504
ndc,log_reg,average_precision_score,0.104
ndc,log_reg,average_precision_score_0.01,0.1
ndc,log_reg,average_precision_score_0.05,0.1
ndc,log_reg,average_precision_score_0.1,0.1
ndc,random_forest,roc_auc_score,0.495
ndc,random_forest,average_precision_score,0.1
ndc,random_forest,average_precision_score_0.01,0.1
ndc,random_forest,average_precision_score_0.05,0.1
ndc,random_forest,average_precision_score_0.1,0.098
ndc,lightgbm,roc_auc_score,0.509
ndc,lightgbm,average_precision_score,0.105
ndc,lightgbm,average_precision_score_0.01,0.1
ndc,lightgbm,average_precision_score_0.05,0.1
ndc,lightgbm,average_precision_score_0.1,0.102
ndc,xgboost,roc_auc_score,0.517
ndc,xgboost,average_precision_score,0.104
ndc,xgboost,average_precision_score_0.01,0.1
ndc,xgboost,average_precision_score_0.05,0.1
ndc,xgboost,average_precision_score_0.1,0.1
cc,log_reg,roc_auc_score,0.548
cc,log_reg,average_precision_score,0.12
cc,log_reg,average_precision_score_0.01,0.1
cc,log_reg,average_precision_score_0.05,0.1
cc,log_reg,average_precision_score_0.1,0.1
cc,random_forest,roc_auc_score,0.498
cc,random_forest,average_precision_score,0.104
cc,random_forest,average_precision_score_0.01,0.1
cc,random_forest,average_precision_score_0.05,0.101
cc,random_forest,average_precision_score_0.1,0.098
cc,lightgbm,roc_auc_score,0.527
cc,lightgbm,average_precision_score,0.114
cc,lightgbm,average_precision_score_0.01,0.1
cc,lightgbm,average_precision_score_0.05,0.1
cc,lightgbm,average_precision_score_0.1,0.103
cc,xgboost,roc_auc_score,0.515
cc,xgboost,average_precision_score,0.109
cc,xgboost,average_precision_score_0.01,0.1
cc,xgboost,average_precision_score_0.05,0.101
cc,xgboost,average_precision_score_0.1,0.101
ec,log_reg,roc_auc_score,0.518
ec,log_reg,average_precision_score,0.106
ec,log_reg,average_precision_score_0.01,0.1
ec,log_reg,average_precision_score_0.05,0.1
ec,log_reg,average_precision_score_0.1,0.1
ec,random_forest,roc_auc_score,0.51
ec,random_forest,average_precision_score,0.104
ec,random_forest,average_precision_score_0.01,0.1
ec,random_forest,average_precision_score_0.05,0.099
ec,random_forest,average_precision_score_0.1,0.103
ec,lightgbm,roc_auc_score,0.508
ec,lightgbm,average_precision_score,0.101
ec,lightgbm,average_precision_score_0.01,0.1
ec,lightgbm,average_precision_score_0.05,0.1
ec,lightgbm,average_precision_score_0.1,0.103
ec,xgboost,roc_auc_score,0.501
ec,xgboost,average_precision_score,0.1
ec,xgboost,average_precision_score_0.01,0.1
ec,xgboost,average_precision_score_0.05,0.1
ec,xgboost,average_precision_score_0.1,0.1
eccen,log_reg,roc_auc_score,0.529
eccen,log_reg,average_precision_score,0.106
eccen,log_reg,average_precision_score_0.01,0.1
eccen,log_reg,average_precision_score_0.05,0.1
eccen,log_reg,average_precision_score_0.1,0.1
eccen,random_forest,roc_auc_score,0.529
eccen,random_forest,average_precision_score,0.106
eccen,random_forest,average_precision_score_0.01,0.1
eccen,random_forest,average_precision_score_0.05,0.1
eccen,random_forest,average_precision_score_0.1,0.106
eccen,lightgbm,roc_auc_score,0.529
eccen,lightgbm,average_precision_score,0.106
eccen,lightgbm,average_precision_score_0.01,0.1
eccen,lightgbm,average_precision_score_0.05,0.1
eccen,lightgbm,average_precision_score_0.1,0.106
eccen,xgboost,roc_auc_score,0.529
eccen,xgboost,average_precision_score,0.106
eccen,xgboost,average_precision_score_0.01,0.1
eccen,xgboost,average_precision_score_0.05,0.1
eccen,xgboost,average_precision_score_0.1,0.1
core,log_reg,roc_auc_score,0.498
core,log_reg,average_precision_score,0.099
core,log_reg,average_precision_score_0.01,0.1
core,log_reg,average_precision_score_0.05,0.1
core,log_reg,average_precision_score_0.1,0.1
core,random_forest,roc_auc_score,0.503
core,random_forest,average_precision_score,0.102
core,random_forest,average_precision_score_0.01,0.1
core,random_forest,average_precision_score_0.05,0.1
core,random_forest,average_precision_score_0.1,0.1
core,lightgbm,roc_auc_score,0.501
core,lightgbm,average_precision_score,0.101
core,lightgbm,average_precision_score_0.01,0.1
core,lightgbm,average_precision_score_0.05,0.1
core,lightgbm,average_precision_score_0.1,0.1
core,xgboost,roc_auc_score,0.502
core,xgboost,average_precision_score,0.102
core,xgboost,average_precision_score_0.01,0.1
core,xgboost,average_precision_score_0.05,0.1
core,xgboost,average_precision_score_0.1,0.1
participation_in_mod_deg,log_reg,roc_auc_score,0.985
participation_in_mod_deg,log_reg,average_precision_score,0.965
participation_in_mod_deg,log_reg,average_precision_score_0.01,0.118
participation_in_mod_deg,log_reg,average_precision_score_0.05,0.159
participation_in_mod_deg,log_reg,average_precision_score_0.1,0.178
participation_in_mod_deg,random_forest,roc_auc_score,0.989
participation_in_mod_deg,random_forest,average_precision_score,0.97
participation_in_mod_deg,random_forest,average_precision_score_0.01,0.385
participation_in_mod_deg,random_forest,average_precision_score_0.05,0.739
participation_in_mod_deg,random_forest,average_precision_score_0.1,0.821
participation_in_mod_deg,lightgbm,roc_auc_score,0.982
participation_in_mod_deg,lightgbm,average_precision_score,0.963
participation_in_mod_deg,lightgbm,average_precision_score_0.01,0.1
participation_in_mod_deg,lightgbm,average_precision_score_0.05,0.1
participation_in_mod_deg,lightgbm,average_precision_score_0.1,0.831
participation_in_mod_deg,xgboost,roc_auc_score,0.985
participation_in_mod_deg,xgboost,average_precision_score,0.965
participation_in_mod_deg,xgboost,average_precision_score_0.01,0.1
participation_in_mod_deg,xgboost,average_precision_score_0.05,0.1
participation_in_mod_deg,xgboost,average_precision_score_0.1,0.783
node2vec,log_reg,roc_auc_score,0.777
node2vec,log_reg,average_precision_score,0.437
node2vec,log_reg,average_precision_score_0.01,0.1
node2vec,log_reg,average_precision_score_0.05,0.101
node2vec,log_reg,average_precision_score_0.1,0.105
node2vec,random_forest,roc_auc_score,0.784
node2vec,random_forest,average_precision_score,0.375
node2vec,random_forest,average_precision_score_0.01,0.1
node2vec,random_forest,average_precision_score_0.05,0.104
node2vec,random_forest,average_precision_score_0.1,0.179
node2vec,lightgbm,roc_auc_score,0.803
node2vec,lightgbm,average_precision_score,0.483
node2vec,lightgbm,average_precision_score_0.01,0.1
node2vec,lightgbm,average_precision_score_0.05,0.162
node2vec,lightgbm,average_precision_score_0.1,0.225
node2vec,xgboost,roc_auc_score,0.823
node2vec,xgboost,average_precision_score,0.5
node2vec,xgboost,average_precision_score_0.01,0.174
node2vec,xgboost,average_precision_score_0.05,0.239
node2vec,xgboost,average_precision_score_0.1,0.281
struc2vec,log_reg,roc_auc_score,0.507
struc2vec,log_reg,average_precision_score,0.103
struc2vec,log_reg,average_precision_score_0.01,0.1
struc2vec,log_reg,average_precision_score_0.05,0.1
struc2vec,log_reg,average_precision_score_0.1,0.1
struc2vec,random_forest,roc_auc_score,0.502
struc2vec,random_forest,average_precision_score,0.104
struc2vec,random_forest,average_precision_score_0.01,0.1
struc2vec,random_forest,average_precision_score_0.05,0.1
struc2vec,random_forest,average_precision_score_0.1,0.1
struc2vec,lightgbm,roc_auc_score,0.518
struc2vec,lightgbm,average_precision_score,0.102
struc2vec,lightgbm,average_precision_score_0.01,0.1
struc2vec,lightgbm,average_precision_score_0.05,0.1
struc2vec,lightgbm,average_precision_score_0.1,0.103
struc2vec,xgboost,roc_auc_score,0.501
struc2vec,xgboost,average_precision_score,0.104
struc2vec,xgboost,average_precision_score_0.01,0.1
struc2vec,xgboost,average_precision_score_0.05,0.099
struc2vec,xgboost,average_precision_score_0.1,0.103
