in,out
1,3850
1,3862
1,3878
1,3898
1,3899
1,3902
1,3903
1,3918
1,3982
1,3996
1,4006
1,4024
1,4053
1,4063
1,4076
1,4079
1,4115
1,4116
1,4120
1,4177
1,4303
1,4317
1,4351
1,4352
1,4381
1,4411
1,4461
1,4469
1,4471
1,4477
1,4494
1,4516
1,4573
1,4656
1,4680
1,4704
1,4720
1,4741
1,4743
1,4761
1,4791
1,4806
1,4807
1,4869
1,4881
1,4901
1,4907
1,4912
1,4954
1,4958
1,4970
1,5017
1,5060
1,5068
1,5094
1,5105
1,5114
1,5115
1,5120
1,5136
1,5166
1,5174
1,5235
1,5267
1,5280
1,5319
1,5330
1,5364
1,5397
1,5398
1,5404
1,5419
1,5427
1,5470
1,5476
1,5492
1,5507
1,5549
1,5575
1,5625
1,5672
1,5695
1,5725
1,5736
1,5761
1,5801
1,5852
1,5865
1,5885
1,5889
1,5890
1,5894
1,5908
1,5936
1,6002
1,6022
1,6031
1,6046
1,6092
1,6132
1,6173
1,6213
1,6281
1,6425
1,6578
1,6591
1,6605
1,6606
1,6611
1,6619
1,6692
1,6727
1,6799
1,6863
1,6881
1,6895
1,6898
1,6919
1,6943
1,6966
1,6999
1,7006
1,7070
1,7076
1,7080
1,7116
1,7150
1,7157
1,7202
1,7220
1,7243
1,7257
1,7290
1,7340
1,7384
1,7409
1,7414
1,7463
1,7521
1,7625
1,7636
1,7691
1,7758
1,7766
1,7836
1,7839
1,7911
1,8004
1,8058
1,8159
1,8163
1,8318
1,8331
1,8354
1,8355
1,8368
1,8433
1,8512
1,8558
1,8591
1,8619
1,8698
1,8714
1,8742
1,8758
1,8781
1,8880
1,8899
1,9019
1,9137
1,9192
1,9262
1,9263
1,9277
1,9297
1,9299
1,9321
1,9341
1,9353
1,9365
1,9426
1,9494
1,9546
1,9547
1,9571
1,9573
1,9670
1,9704
1,9735
1,9855
1,9893
1,9912
1,9930
1,9996
2,5
2,8
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,24
2,25
2,26
2,34
2,38
2,39
2,44
2,54
2,55
2,56
2,58
2,61
2,62
2,71
2,73
2,75
2,76
2,82
2,83
2,85
2,89
2,94
2,95
2,99
2,101
2,103
2,107
2,108
2,111
2,112
2,114
2,123
2,129
2,141
2,143
2,144
2,148
2,150
2,157
2,173
2,174
2,184
2,187
2,195
2,197
2,204
2,212
2,218
2,222
2,226
2,233
2,243
2,248
2,250
2,260
2,263
2,268
2,273
2,304
2,306
2,310
2,316
2,348
2,354
2,370
2,379
2,386
2,390
2,391
2,393
2,398
2,422
2,433
2,439
2,442
2,447
2,451
2,455
2,457
2,461
2,464
2,471
2,475
2,477
2,481
2,484
2,488
2,492
2,504
2,505
2,512
2,515
2,543
2,550
2,565
2,585
2,589
2,595
2,602
2,604
2,637
2,644
2,645
2,655
2,682
2,689
2,715
2,755
2,770
2,774
2,796
2,801
2,808
2,817
2,818
2,824
2,842
2,843
2,851
2,853
2,866
2,874
2,878
2,883
2,905
2,920
2,959
2,963
2,972
2,974
2,985
2,1002
2,1021
2,1032
2,1067
2,1069
2,1076
2,1116
2,1129
2,1131
2,1147
2,1159
2,1166
2,1169
2,1180
2,1191
2,1204
2,1205
2,1208
2,1209
2,1221
2,1237
2,1291
2,1295
2,1297
2,1333
2,1343
2,1384
2,1389
2,1447
2,1496
2,1510
2,1521
2,1536
2,1546
2,1555
2,1557
2,1566
2,1583
2,1589
2,1592
2,1595
2,1620
2,1634
2,1660
2,1694
2,1731
2,1753
2,1764
2,1786
2,1802
2,1807
2,1817
2,1832
2,1861
2,1866
2,1909
2,1917
2,1939
2,1964
2,2028
2,2071
2,2121
2,2122
2,2131
2,2169
2,2172
2,2192
2,2223
2,2232
2,2235
2,2237
2,2262
2,2271
2,2284
2,2365
2,2372
2,2385
2,2429
2,2443
2,2465
2,2471
2,2520
2,2534
2,2563
2,2576
2,2584
2,2606
2,2618
2,2661
2,2737
2,2766
2,2780
2,2786
2,2829
2,2842
2,2915
2,2944
2,2970
2,2976
2,2999
2,3058
2,3082
2,3091
2,3139
2,3162
2,3171
2,3189
2,3203
2,3207
2,3214
2,3255
2,3285
2,3290
2,3299
2,3373
2,3398
2,3408
2,3435
2,3464
2,3480
2,3552
2,3574
2,3583
2,3605
2,3607
2,3674
2,3682
2,3708
2,3711
2,3713
2,3725
2,3728
2,3740
2,3754
2,3760
2,3765
2,3774
2,3775
2,3781
2,3807
2,3877
2,3936
2,3940
2,4017
2,4057
2,4080
2,4102
2,4105
2,4131
2,4141
2,4143
2,4145
2,4189
2,4194
2,4197
2,4278
2,4346
2,4437
2,4463
2,4493
2,4535
2,4597
2,4605
2,4632
2,4666
2,4738
2,4747
2,4802
2,4848
2,4853
2,4966
2,4969
2,4975
2,4996
2,5119
2,5120
2,5218
2,5265
2,5276
2,5313
2,5315
2,5318
2,5329
2,5341
2,5436
2,5465
2,5495
2,5515
2,5574
2,5602
2,5627
2,5661
2,5689
2,5696
2,5809
2,5811
2,5824
2,5873
2,5913
2,5926
2,5943
2,5944
2,6059
2,6160
2,6166
2,6233
2,6236
2,6284
2,6421
2,6460
2,6593
2,6596
2,6598
2,6628
2,6643
2,6715
2,6789
2,6795
2,6822
2,6852
2,6875
2,6910
2,6960
2,6982
2,7244
2,7273
2,7298
2,7303
2,7407
2,7557
2,7707
2,7717
2,7750
2,7784
2,7913
2,7914
2,7918
2,8070
2,8227
2,8244
2,8289
2,8399
2,8472
2,8705
2,8716
2,8749
2,8757
2,8781
2,8816
2,8837
2,8883
2,8937
2,8996
2,9027
2,9144
2,9187
2,9189
2,9242
2,9279
2,9458
2,9472
2,9503
2,9507
2,9589
2,9595
2,9608
2,9646
2,9728
2,9774
3,5
3,8
3,11
3,12
3,15
3,20
3,22
3,28
3,30
3,35
3,36
3,39
3,49
3,52
3,62
3,64
3,74
3,77
3,78
3,80
3,83
3,94
3,96
3,97
3,106
3,112
3,113
3,134
3,138
3,173
3,180
3,184
3,187
3,192
3,193
3,194
3,195
3,198
3,203
3,206
3,208
3,209
3,217
3,236
3,253
3,267
3,271
3,274
3,278
3,286
3,309
3,328
3,333
3,366
3,372
3,377
3,384
3,387
3,395
3,397
3,398
3,417
3,422
3,423
3,450
3,455
3,456
3,457
3,459
3,462
3,468
3,540
3,548
3,581
3,602
3,610
3,615
3,647
3,668
3,691
3,696
3,716
3,727
3,749
3,754
3,758
3,763
3,765
3,766
3,812
3,816
3,823
3,829
3,836
3,843
3,853
3,865
3,866
3,888
3,900
3,903
3,906
3,935
3,937
3,939
3,970
3,979
3,989
3,1001
3,1005
3,1008
3,1024
3,1033
3,1038
3,1054
3,1056
3,1057
3,1072
3,1073
3,1095
3,1124
3,1182
3,1221
3,1247
3,1276
3,1308
3,1330
3,1336
3,1344
3,1408
3,1424
3,1436
3,1446
3,1448
3,1526
3,1542
3,1544
3,1566
3,1570
3,1608
3,1612
3,1615
3,1652
3,1654
3,1656
3,1664
3,1666
3,1743
3,1748
3,1763
3,1764
3,1789
3,1790
3,1795
3,1804
3,1828
3,1842
3,1862
3,1937
3,1946
3,1952
3,1991
3,1998
3,1999
3,2077
3,2098
3,2108
3,2109
3,2114
3,2118
3,2187
3,2212
3,2236
3,2294
3,2321
3,2349
3,2353
3,2386
3,2456
3,2463
3,2473
3,2501
3,2505
3,2510
3,2550
3,2567
3,2613
3,2624
3,2636
3,2637
3,2644
3,2674
3,2677
3,2684
3,2687
3,2716
3,2818
3,2833
3,2834
3,2837
3,2890
3,2928
3,2983
3,2986
3,3000
3,3006
3,3059
3,3092
3,3137
3,3187
3,3348
3,3417
3,3434
3,3439
3,3483
3,3490
3,3501
3,3504
3,3528
3,3584
3,3597
3,3606
3,3622
3,3646
3,3650
3,3664
3,3700
3,3703
3,3709
3,3732
3,3761
3,3803
3,3821
3,3854
3,3858
3,3872
3,3944
3,3949
3,3959
3,3986
3,3991
3,4021
3,4046
3,4086
3,4139
3,4176
3,4196
3,4256
3,4270
3,4274
3,4304
3,4308
3,4367
3,4398
3,4443
3,4477
3,4484
3,4547
3,4563
3,4579
3,4582
3,4622
3,4654
3,4676
3,4678
3,4684
3,4692
3,4696
3,4719
3,4796
3,4801
3,4872
3,4877
3,4961
3,5027
3,5097
3,5100
3,5168
3,5198
3,5244
3,5250
3,5261
3,5268
3,5334
3,5338
3,5342
3,5380
3,5395
3,5529
3,5545
3,5553
3,5606
3,5634
3,5641
3,5664
3,5676
3,5778
3,5780
3,5833
3,5861
3,5897
3,5900
3,5999
3,6013
3,6024
3,6038
3,6069
3,6070
3,6102
3,6157
3,6219
3,6279
3,6326
3,6378
3,6398
3,6408
3,6449
3,6508
3,6518
3,6577
3,6628
3,6654
3,6730
3,6743
3,6789
3,6805
3,6819
3,6854
3,6861
3,6878
3,6882
3,6944
3,7000
3,7003
3,7092
3,7118
3,7130
3,7140
3,7184
3,7275
3,7317
3,7469
3,7540
3,7598
3,7606
3,7726
3,7793
3,7897
3,7907
3,7929
3,7965
3,8012
3,8038
3,8062
3,8154
3,8186
3,8237
3,8256
3,8313
3,8388
3,8396
3,8447
3,8452
3,8510
3,8514
3,8556
3,8585
3,8602
3,8614
3,8692
3,8694
3,8775
3,8800
3,8902
3,8909
3,8935
3,9003
3,9005
3,9009
3,9048
3,9120
3,9142
3,9291
3,9302
3,9311
3,9313
3,9402
3,9408
3,9413
3,9427
3,9449
3,9522
3,9524
3,9577
3,9597
3,9627
3,9654
3,9799
3,9808
3,9872
3,9940
3,9992
4,5
4,6
4,11
4,14
4,16
4,18
4,19
4,20
4,27
4,28
4,29
4,30
4,33
4,34
4,37
4,38
4,40
4,42
4,45
4,50
4,60
4,63
4,64
4,67
4,70
4,73
4,95
4,96
4,103
4,106
4,114
4,135
4,143
4,150
4,163
4,169
4,172
4,186
4,188
4,190
4,217
4,224
4,229
4,235
4,238
4,259
4,262
4,274
4,276
4,288
4,317
4,388
4,390
4,391
4,397
4,401
4,404
4,411
4,415
4,416
4,420
4,425
4,447
4,468
4,498
4,512
4,526
4,535
4,538
4,546
4,550
4,554
4,556
4,568
4,570
4,585
4,590
4,598
4,652
4,659
4,662
4,672
4,703
4,713
4,728
4,731
4,748
4,760
4,769
4,803
4,810
4,814
4,820
4,855
4,858
4,862
4,868
4,898
4,900
4,912
4,917
4,924
4,935
4,948
4,954
4,956
4,967
4,987
4,996
4,1113
4,1132
4,1170
4,1182
4,1191
4,1218
4,1227
4,1241
4,1298
4,1301
4,1303
4,1329
4,1346
4,1348
4,1369
4,1370
4,1377
4,1422
4,1427
4,1445
4,1456
4,1485
4,1486
4,1502
4,1503
4,1518
4,1525
4,1526
4,1559
4,1688
4,1700
4,1737
4,1746
4,1763
4,1775
4,1781
4,1784
4,1803
4,1835
4,1847
4,1861
4,1902
4,1965
4,1985
4,2025
4,2074
4,2101
4,2106
4,2153
4,2175
4,2182
4,2230
4,2231
4,2233
4,2237
4,2238
4,2242
4,2306
4,2359
4,2402
4,2432
4,2469
4,2488
4,2525
4,2540
4,2580
4,2583
4,2613
4,2652
4,2690
4,2714
4,2728
4,2753
4,2755
4,2767
4,2782
4,2835
4,2920
4,2945
4,2955
4,2968
4,2981
4,2983
4,2991
4,2993
4,2995
4,3003
4,3012
4,3022
4,3061
4,3213
4,3289
4,3308
4,3355
4,3376
4,3402
4,3446
4,3475
4,3523
4,3526
4,3633
4,3653
4,3687
4,3697
4,3715
4,3716
4,3745
4,3783
4,3786
4,3790
4,3797
4,3799
4,3837
4,3868
4,3884
4,3887
4,3903
4,3914
4,3941
4,3954
4,4002
4,4003
4,4104
4,4109
4,4116
4,4130
4,4178
4,4198
4,4210
4,4229
4,4241
4,4244
4,4306
4,4369
4,4403
4,4426
4,4437
4,4446
4,4460
4,4529
4,4567
4,4576
4,4638
4,4648
4,4698
4,4810
4,4818
4,4867
4,4878
4,4879
4,4880
4,4888
4,4943
4,4961
4,4969
4,4986
4,5011
4,5113
4,5121
4,5139
4,5164
4,5202
4,5224
4,5254
4,5255
4,5260
4,5278
4,5286
4,5356
4,5389
4,5453
4,5460
4,5510
4,5629
4,5706
4,5729
4,5744
4,5747
4,5749
4,5763
4,5774
4,5775
4,5853
4,5875
4,5876
4,5877
4,5880
4,5882
4,5921
4,5929
4,6032
4,6099
4,6175
4,6197
4,6287
4,6317
4,6397
4,6520
4,6549
4,6551
4,6579
4,6580
4,6696
4,6731
4,6828
4,6848
4,6862
4,6867
4,6877
4,6883
4,6954
4,6958
4,7038
4,7122
4,7207
4,7212
4,7233
4,7252
4,7263
4,7339
4,7417
4,7502
4,7551
4,7559
4,7561
4,7568
4,7590
4,7779
4,7806
4,7843
4,7860
4,7882
4,7954
4,7972
4,7977
4,8002
4,8033
4,8043
4,8079
4,8097
4,8122
4,8179
4,8183
4,8204
4,8307
4,8365
4,8397
4,8428
4,8572
4,8584
4,8618
4,8665
4,8720
4,8740
4,8798
4,8955
4,8959
4,8971
4,8995
4,9017
4,9024
4,9026
4,9067
4,9068
4,9070
4,9076
4,9091
4,9136
4,9219
4,9246
4,9329
4,9350
4,9402
4,9418
4,9465
4,9506
4,9533
4,9659
4,9707
4,9711
4,9827
4,9952
5,7
5,8
5,11
5,12
5,16
5,17
5,22
5,25
5,27
5,30
5,32
5,35
5,36
5,37
5,38
5,41
5,42
5,61
5,62
5,70
5,79
5,90
5,93
5,109
5,112
5,115
5,116
5,120
5,126
5,133
5,134
5,138
5,140
5,150
5,153
5,167
5,173
5,181
5,205
5,211
5,215
5,220
5,233
5,236
5,243
5,245
5,249
5,254
5,256
5,258
5,279
5,288
5,294
5,298
5,310
5,318
5,321
5,331
5,339
5,347
5,349
5,379
5,389
5,400
5,407
5,412
5,413
5,434
5,472
5,507
5,511
5,517
5,542
5,555
5,570
5,576
5,597
5,618
5,620
5,622
5,625
5,628
5,632
5,643
5,645
5,649
5,652
5,661
5,673
5,677
5,679
5,692
5,697
5,704
5,727
5,733
5,742
5,767
5,788
5,793
5,818
5,831
5,847
5,852
5,867
5,870
5,928
5,938
5,947
5,1010
5,1023
5,1025
5,1029
5,1035
5,1037
5,1053
5,1074
5,1078
5,1087
5,1091
5,1145
5,1162
5,1165
5,1176
5,1219
5,1237
5,1260
5,1286
5,1287
5,1307
5,1324
5,1332
5,1340
5,1342
5,1358
5,1364
5,1390
5,1417
5,1466
5,1479
5,1489
5,1501
5,1515
5,1573
5,1606
5,1607
5,1609
5,1644
5,1655
5,1677
5,1689
5,1704
5,1818
5,1829
5,1852
5,1867
5,1868
5,1895
5,1978
5,2008
5,2076
5,2103
5,2133
5,2201
5,2205
5,2234
5,2239
5,2300
5,2308
5,2310
5,2345
5,2352
5,2379
5,2431
5,2432
5,2439
5,2449
5,2463
5,2470
5,2478
5,2485
5,2515
5,2574
5,2588
5,2602
5,2617
5,2622
5,2723
5,2745
5,2763
5,2771
5,2785
5,2793
5,2853
5,2854
5,2855
5,2868
5,2899
5,2905
5,2917
5,3019
5,3054
5,3085
5,3112
5,3132
5,3143
5,3167
5,3168
5,3179
5,3195
5,3266
5,3278
5,3329
5,3359
5,3472
5,3506
5,3533
5,3590
5,3659
5,3663
5,3677
5,3683
5,3704
5,3731
5,3755
5,3757
5,3769
5,3815
5,3850
5,3862
5,3878
5,3907
5,3982
5,3994
5,4014
5,4118
5,4135
5,4186
5,4198
5,4289
5,4343
5,4345
5,4351
5,4434
5,4464
5,4475
5,4478
5,4509
5,4514
5,4551
5,4568
5,4573
5,4629
5,4655
5,4701
5,4730
5,4789
5,4844
5,4887
5,4897
5,4907
5,4921
5,4933
5,4958
5,5001
5,5003
5,5009
5,5079
5,5105
5,5152
5,5192
5,5201
5,5224
5,5280
5,5313
5,5371
5,5377
5,5404
5,5417
5,5419
5,5427
5,5470
5,5577
5,5586
5,5606
5,5621
5,5651
5,5761
5,5878
5,5889
5,5956
5,5990
5,6146
5,6149
5,6192
5,6249
5,6271
5,6281
5,6287
5,6321
5,6334
5,6345
5,6355
5,6381
5,6421
5,6441
5,6471
5,6486
5,6565
5,6573
5,6578
5,6617
5,6623
5,6692
5,6704
5,6717
5,6781
5,6863
5,6874
5,6997
5,7070
5,7088
5,7090
5,7122
5,7270
5,7273
5,7285
5,7313
5,7368
5,7406
5,7416
5,7521
5,7531
5,7540
5,7667
5,7683
5,7748
5,7862
5,7883
5,7890
5,7961
5,8015
5,8041
5,8082
5,8093
5,8143
5,8327
5,8370
5,8412
5,8418
5,8473
5,8509
5,8545
5,8576
5,8664
5,8674
5,8732
5,8743
5,8758
5,8783
5,8807
5,8813
5,8878
5,8918
5,8999
5,9063
5,9109
5,9119
5,9131
5,9179
5,9220
5,9234
5,9277
5,9366
5,9450
5,9512
5,9610
5,9665
5,9666
5,9770
5,9794
5,9818
5,9882
5,9963
5,9979
5,9995
6,10
6,11
6,12
6,15
6,16
6,18
6,20
6,23
6,25
6,30
6,33
6,42
6,48
6,53
6,61
6,64
6,65
6,66
6,67
6,70
6,88
6,95
6,102
6,104
6,106
6,123
6,125
6,126
6,127
6,128
6,141
6,152
6,153
6,168
6,173
6,179
6,185
6,188
6,190
6,192
6,225
6,230
6,237
6,239
6,244
6,250
6,260
6,284
6,286
6,289
6,301
6,320
6,330
6,340
6,351
6,357
6,378
6,387
6,403
6,405
6,409
6,416
6,431
6,460
6,464
6,529
6,531
6,545
6,559
6,582
6,598
6,603
6,616
6,619
6,626
6,636
6,642
6,678
6,711
6,721
6,740
6,752
6,763
6,768
6,791
6,812
6,832
6,835
6,863
6,864
6,911
6,917
6,926
6,943
6,951
6,955
6,974
6,975
6,978
6,1033
6,1039
6,1057
6,1109
6,1135
6,1150
6,1156
6,1158
6,1164
6,1174
6,1188
6,1190
6,1197
6,1236
6,1242
6,1248
6,1269
6,1313
6,1319
6,1324
6,1345
6,1353
6,1371
6,1376
6,1381
6,1392
6,1398
6,1406
6,1408
6,1481
6,1499
6,1526
6,1537
6,1539
6,1542
6,1545
6,1571
6,1585
6,1586
6,1606
6,1614
6,1625
6,1660
6,1664
6,1671
6,1675
6,1681
6,1734
6,1735
6,1758
6,1785
6,1801
6,1811
6,1857
6,1867
6,1870
6,1940
6,1942
6,1951
6,1961
6,1986
6,1995
6,2020
6,2086
6,2112
6,2116
6,2126
6,2128
6,2142
6,2148
6,2163
6,2181
6,2197
6,2211
6,2224
6,2229
6,2315
6,2348
6,2350
6,2360
6,2366
6,2376
6,2397
6,2429
6,2430
6,2459
6,2478
6,2480
6,2484
6,2507
6,2547
6,2596
6,2607
6,2608
6,2614
6,2616
6,2634
6,2639
6,2649
6,2670
6,2685
6,2769
6,2778
6,2781
6,2803
6,2846
6,2887
6,2929
6,3023
6,3062
6,3072
6,3098
6,3102
6,3108
6,3117
6,3178
6,3188
6,3243
6,3251
6,3300
6,3322
6,3326
6,3354
6,3370
6,3377
6,3438
6,3566
6,3580
6,3594
6,3637
6,3662
6,3674
6,3701
6,3737
6,3834
6,3904
6,3912
6,4030
6,4050
6,4051
6,4056
6,4071
6,4112
6,4153
6,4192
6,4228
6,4316
6,4322
6,4364
6,4373
6,4509
6,4530
6,4546
6,4580
6,4583
6,4664
6,4677
6,4697
6,4717
6,4769
6,4813
6,4817
6,4833
6,4846
6,4850
6,4873
6,4876
6,4903
6,4947
6,4950
6,4963
6,5047
6,5057
6,5063
6,5214
6,5269
6,5290
6,5306
6,5384
6,5395
6,5443
6,5450
6,5463
6,5467
6,5495
6,5554
6,5569
6,5641
6,5673
6,5674
6,5726
6,5748
6,5757
6,5779
6,5822
6,5951
6,5980
6,5984
6,6011
6,6082
6,6112
6,6195
6,6268
6,6404
6,6495
6,6502
6,6504
6,6547
6,6590
6,6621
6,6631
6,6660
6,6672
6,6740
6,6742
6,6756
6,6925
6,6937
6,6946
6,6955
6,6976
6,7160
6,7201
6,7240
6,7305
6,7308
6,7346
6,7397
6,7432
6,7467
6,7492
6,7556
6,7609
6,7640
6,7672
6,7885
6,8013
6,8044
6,8075
6,8094
6,8118
6,8213
6,8250
6,8315
6,8326
6,8343
6,8449
6,8502
6,8575
6,8584
6,8611
6,8641
6,8676
6,8703
6,8706
6,8757
6,8766
6,8906
6,8965
6,9000
6,9025
6,9055
6,9077
6,9176
6,9181
6,9203
6,9245
6,9300
6,9315
6,9326
6,9357
6,9401
6,9480
6,9528
6,9627
6,9639
6,9684
6,9786
6,9833
6,9916
6,9918
6,9938
6,9993
7,8
7,18
7,21
7,28
7,32
7,36
7,37
7,70
7,90
7,92
7,109
7,112
7,115
7,120
7,122
7,123
7,134
7,155
7,167
7,170
7,172
7,181
7,182
7,200
7,205
7,212
7,236
7,238
7,257
7,258
7,259
7,262
7,280
7,286
7,296
7,310
7,317
7,321
7,327
7,331
7,335
7,339
7,347
7,368
7,375
7,378
7,389
7,400
7,411
7,413
7,418
7,428
7,433
7,434
7,444
7,451
7,466
7,485
