in,out
63,4774
63,5082
63,5110
63,5223
63,5224
63,5323
63,5324
63,5325
63,5326
63,5473
63,6090
63,6367
63,6403
63,6485
63,6853
63,7644
63,8117
63,8637
63,8638
63,8911
63,8912
64,1896
64,3109
64,3321
64,4018
64,4060
64,4369
64,4906
64,4918
64,4981
64,4984
64,5806
64,5995
64,6286
64,8223
64,9034
64,9036
64,9037
64,9038
64,9039
64,9040
64,9041
64,9042
64,9043
64,9044
65,205
65,245
65,314
65,356
65,369
65,372
65,456
65,490
65,559
65,563
65,596
65,684
65,733
65,761
65,836
65,1043
65,1156
65,1415
65,1442
65,1459
65,1476
65,1666
65,1689
65,1708
65,1917
65,2045
65,2762
65,2890
65,3094
65,3097
65,3103
65,3106
65,3108
65,3109
65,3111
65,3112
65,3134
65,3137
65,3303
65,3384
65,3528
65,3586
65,3739
65,3754
65,3758
65,3814
65,3815
65,3839
65,3844
65,3848
65,3880
65,3883
65,3891
65,3909
65,3927
65,3944
65,3999
65,4035
65,4056
65,4115
65,4177
65,4178
65,4182
65,4190
65,4204
65,4264
65,4275
65,4341
65,4354
65,4355
65,4359
65,4381
65,4387
65,4389
65,4392
65,4454
65,4483
65,4517
65,4550
65,4670
65,4683
65,4708
65,4716
65,4774
65,4809
65,4816
65,4927
65,4945
65,4948
65,4992
65,5080
65,5091
65,5120
65,5123
65,5173
65,5178
65,5275
65,5308
65,5312
65,5466
65,5475
65,5491
65,5492
65,5493
65,5809
65,6190
65,6270
65,6340
65,6470
65,6492
65,6498
65,6555
65,6556
65,7197
65,7298
65,7492
65,7512
65,7644
65,7864
65,8509
65,8563
65,8579
65,8580
65,8581
65,8582
65,8583
65,9196
66,6478
67,1946
67,3945
67,4732
67,4764
67,4765
67,4766
67,4767
67,4768
67,4769
67,4770
67,5139
67,6771
68,218
68,227
68,1010
68,1265
68,1563
68,1634
68,1719
68,2068
68,2828
68,5277
68,8317
68,8983
68,9184
68,9287
68,9288
68,9289
68,9290
68,9291
68,9292
68,9293
68,9294
69,1033
69,1061
69,1295
69,3935
69,3943
69,4283
69,4422
69,4555
69,4663
69,4970
69,5293
69,5374
69,6248
69,6392
69,6979
69,7070
69,8367
69,8368
69,8369
70,1917
70,3097
70,3112
70,3931
70,7533
71,391
71,615
71,1050
71,1084
71,1776
71,2525
71,2721
71,2867
71,3108
71,3111
71,3515
71,3688
71,3926
71,3942
71,3983
71,4078
71,4341
71,4351
71,4376
71,4382
71,4384
71,4893
71,5075
71,5136
71,5138
71,5275
71,5453
71,5727
71,6215
71,6250
71,6264
71,7520
71,8031
71,8032
71,8138
71,8219
71,8220
71,8221
71,8222
71,8223
72,8215
73,2064
73,2531
73,3844
73,4275
73,4319
73,4320
73,4387
73,7641
73,8816
74,789
74,2858
74,5675
74,5978
74,5979
74,5980
75,1681
75,5520
75,6999
76,287
76,4435
76,9159
76,9160
76,9161
77,4704
77,5592
77,8325
77,8896
78,4064
78,6553
79,796
79,4011
80,4234
80,4452
80,5657
81,2493
82,219
82,298
82,824
82,854
82,860
82,1059
82,1099
82,1259
82,1441
82,2488
82,2867
82,3051
82,3308
82,3483
82,3998
82,4251
82,4259
82,4356
82,4422
82,4513
82,4775
82,4776
82,4777
82,4778
82,4779
82,4780
82,4817
82,5083
82,6062
82,6161
82,6162
82,6163
82,6164
82,6165
82,6166
82,6167
82,6168
82,6169
82,6721
82,7747
82,8469
82,8470
82,8471
82,8472
82,8473
82,8474
83,373
83,3213
83,5474
83,5475
84,4348
84,4782
85,1468
85,1939
85,2835
85,3726
85,5479
86,369
86,1070
86,1559
86,1860
86,3018
86,3084
86,4179
86,4181
86,4231
86,4276
86,4446
86,4777
86,5945
86,6861
87,197
87,1011
87,1140
87,1670
87,2830
87,2882
87,3098
87,3108
87,3109
87,3137
87,3146
87,3313
87,3350
87,3423
87,3505
87,3538
87,3562
87,3876
87,3935
87,4081
87,4154
87,4229
87,4281
87,4325
87,4413
87,4425
87,4454
87,4469
87,4577
87,4580
87,4583
87,4585
87,4587
87,4830
87,4906
87,4919
87,4971
87,5152
87,5270
87,5286
87,5436
87,5506
87,5734
87,6149
87,6261
87,8933
88,559
88,4943
89,591
89,663
89,1326
89,1341
89,3711
89,4479
89,5361
89,5406
89,7117
89,8976
90,4519
90,7675
90,7676
90,7677
91,3085
91,3888
92,3744
92,4807
93,6156
93,8943
93,8944
93,8945
94,4497
94,5418
94,8835
95,141
95,692
95,1007
95,1226
95,1833
95,8183
95,8643
95,8644
95,8645
95,8646
95,8647
95,8648
96,97
96,111
96,374
96,498
96,683
96,735
96,1181
96,1191
96,1235
96,1495
96,2023
96,4200
96,7859
96,8630
96,8631
96,8632
97,111
97,374
97,498
97,683
97,735
97,1181
97,1191
97,1235
97,1495
97,2023
97,4200
97,7859
97,8630
97,8631
97,8632
98,1005
98,1473
98,1882
98,3329
98,3583
98,3679
98,7337
98,7466
99,183
99,300
99,1480
99,8820
99,8821
99,8822
100,251
100,334
100,589
100,624
100,633
100,768
100,774
100,940
100,1053
100,1065
100,1075
100,1169
100,1195
100,1213
100,1234
100,1260
100,1318
100,1339
100,1492
100,1553
100,2654
100,3096
100,3230
100,3254
100,3274
100,3548
100,3691
100,3710
100,3806
100,4181
100,4554
100,4631
100,4816
100,4915
100,5156
100,5157
100,5612
100,5723
100,6108
100,6833
100,6926
100,6988
100,7096
100,7097
100,7098
100,7099
100,7100
100,7101
100,7102
100,7103
100,7104
100,7105
100,7106
100,7107
100,7108
100,7109
100,7110
100,7111
100,7112
100,7113
100,7114
100,7115
100,7116
100,7117
100,7118
100,7119
100,7120
100,7121
100,7122
100,7123
100,7124
100,7125
100,7126
100,7127
100,7128
100,7129
100,7130
100,7131
100,7132
100,7133
100,7134
100,7135
100,7136
101,1526
101,1777
101,2034
101,3146
101,3865
101,4038
101,4258
101,5030
101,5270
101,5276
101,6949
101,7644
101,7825
101,8053
102,3618
102,3970
102,4138
102,4139
102,4140
102,4141
103,170
103,3631
103,3729
103,3810
103,3870
103,4241
103,4538
103,6090
103,6232
104,2493
104,2509
104,2561
104,2597
104,3013
104,3014
105,168
105,460
105,534
105,822
105,853
105,954
105,1272
105,1472
105,1502
105,1565
105,1795
105,2942
105,3128
105,3390
105,3483
105,3569
105,3816
105,3839
105,3844
105,3859
105,3880
105,3919
105,3920
105,4152
105,4154
105,4175
105,4203
105,4229
105,4241
105,4308
105,4376
105,4517
105,4743
105,4948
105,5078
105,5323
105,5350
105,5383
105,5750
105,6243
105,6252
105,6342
105,6530
105,6775
105,7529
105,7530
105,7691
105,8539
105,8540
105,8541
106,3112
106,3761
106,3929
106,4164
106,5094
106,5279
107,3098
108,1605
108,2482
108,3084
108,3243
108,3414
108,3437
108,3806
108,3903
108,3959
108,4104
108,4110
108,4501
108,5246
108,5677
108,6683
109,2220
109,2493
109,2538
109,2588
109,2661
109,8569
109,8570
110,1203
110,3269
110,3922
110,4348
110,6400
110,7314
111,374
111,498
111,683
111,735
111,1181
111,1191
111,1235
111,1495
111,2023
111,4200
111,7859
111,8630
111,8631
111,8632
112,765
112,4196
112,5358
112,6723
113,320
113,346
113,501
113,779
113,843
113,1312
113,3303
113,4560
113,5046
113,6360
113,7289
113,7454
113,7988
113,7989
113,7990
113,7991
113,7992
113,7993
113,7994
113,7995
113,7996
113,7997
113,7998
114,2519
115,3051
115,3055
115,3702
115,4523
115,5078
115,7124
115,7186
115,7443
116,1818
116,7381
116,9155
117,2953
117,2954
117,2955
117,2956
117,2957
117,2958
118,2865
118,3926
118,4139
118,4610
118,4685
118,5103
118,5266
118,5267
118,5268
118,5269
118,5270
118,5271
118,5272
118,5273
119,298
119,4473
119,6676
119,7107
119,9085
120,819
120,1215
120,1445
120,3062
120,4059
120,4213
120,6854
120,7556
120,8037
120,8591
120,8592
120,8593
120,8594
120,8595
120,8596
120,8597
120,8598
120,8599
120,8600
121,1144
121,1805
121,3116
121,4585
121,5939
121,8345
122,2024
122,3727
122,4213
122,4348
122,4570
122,5675
122,7004
122,7377
122,7520
122,7792
123,4395
123,6877
124,1832
124,4948
124,6162
125,6120
125,6627
125,6628
126,621
126,1008
126,1746
126,1978
126,2594
126,3146
126,3437
126,3532
126,4121
126,4131
126,4341
126,5209
126,5259
126,8750
126,8922
126,8923
127,550
127,4636
128,3990
128,4872
128,4990
128,4991
129,3103
129,3965
129,4763
129,5230
129,5938
129,6022
129,7825
130,553
130,1408
130,1679
130,2531
130,3631
130,3797
130,3805
130,4109
130,4110
130,4111
130,4112
130,4113
130,4114
130,4115
130,4116
130,4117
130,4118
130,4181
130,4887
130,5430
131,7381
131,9185
131,9222
132,3109
132,3143
132,3206
132,4340
132,4365
132,5147
132,5226
132,5479
132,5930
132,6288
132,6655
132,6656
132,6895
132,6896
133,3218
133,4283
133,4558
133,5059
133,6959
133,6960
134,5299
135,3837
135,8552
135,8553
136,555
136,889
136,1218
136,5597
136,6164
136,9100
136,9101
136,9102
137,608
137,890
137,950
137,1253
137,1324
137,1365
137,1414
137,1474
137,1694
137,1716
137,1992
137,2643
137,2731
137,2830
137,3095
137,3732
137,4083
137,5116
137,5162
137,5220
137,6242
137,6626
137,6899
137,9134
137,9135
137,9136
137,9137
137,9138
137,9139
137,9140
138,1199
138,3785
138,3900
138,3968
138,5008
138,5009
138,5010
138,5011
138,5012
138,5013
139,7073
140,3101
140,5510
140,6671
140,8702
140,9182
141,692
141,1007
141,1226
141,1833
141,8183
141,8643
141,8644
141,8645
141,8646
141,8647
141,8648
142,268
142,1813
142,4834
142,6892
142,6930
142,8318
142,8319
142,8320
142,8321
142,8322
143,924
143,8402
143,8627
144,2910
144,9003
144,9130
145,1271
145,1913
145,1971
145,2536
145,4467
145,4916
145,5248
145,5249
145,5250
145,5251
146,503
146,3017
146,7606
146,7607
146,7608
146,7609
146,7610
146,7611
146,7612
147,717
147,1443
147,2920
147,3104
147,3219
147,3548
147,3875
147,3902
147,3943
147,3980
147,4229
147,4442
147,4687
147,4859
147,5065
147,5165
147,5619
147,5870
147,6416
147,7416
147,7471
147,7472
148,156
148,248
148,314
148,350
148,727
148,845
148,908
148,1013
148,1175
148,1363
148,1543
148,1658
148,1699
148,1727
148,1790
148,1835
148,1930
148,2763
148,2921
148,3018
148,3026
148,3066
148,3111
148,3138
148,3145
148,3323
148,3718
148,3750
148,3761
148,3920
148,3922
148,3940
148,3958
148,4047
148,4051
148,4077
148,4150
148,4160
148,4178
148,4213
148,4242
148,4258
148,4265
148,4343
148,4351
148,4355
148,4381
148,4384
148,4391
148,4473
148,4481
148,4483
148,4525
148,4537
148,4550
148,4563
148,4581
148,4662
148,4710
148,4744
148,4760
148,4788
148,4809
148,4874
148,4905
148,5046
148,5078
148,5090
148,5105
148,5152
148,5202
148,5282
148,5318
148,5328
148,5330
148,5436
148,5450
148,5453
148,5475
148,5914
148,5990
148,6009
148,6129
148,6403
148,6535
148,6629
148,6648
148,6870
148,6924
148,6925
148,6926
148,6927
148,6928
148,6929
148,7289
148,7524
148,7740
148,7825
148,7908
148,8547
148,8584
148,8585
148,8586
148,8587
148,8588
148,8589
148,8590
149,851
149,6926
149,7914
149,8207
149,8661
149,8662
149,8663
149,8664
150,4692
150,6122
151,2919
151,3844
151,3891
151,4514
151,4515
151,4516
151,4517
151,4518
151,4519
151,4520
151,4521
151,4522
151,9211
151,9253
152,4081
153,1283
153,3465
153,3605
153,4177
153,4953
153,6287
153,7649
153,8604
154,358
154,530
154,536
154,760
154,788
154,923
154,1151
154,1337
154,2025
154,2490
154,2721
154,2857
154,3112
154,3137
154,3138
154,3423
154,3719
154,3932
154,3970
154,4192
154,4319
154,4341
154,4467
154,4579
154,4683
154,4686
154,4830
154,5078
154,5090
154,5286
154,5436
154,5508
154,5739
154,6890
154,6997
154,7298
154,7947
154,8586
155,398
155,2594
155,2596
155,2963
155,3247
155,3248
155,3249
155,3250
155,3251
156,314
156,628
156,727
156,845
156,908
156,1013
156,1175
156,1363
156,1543
156,1658
156,1665
156,1699
156,1790
156,1835
156,1930
156,2921
156,3018
156,3026
156,3066
156,3098
156,3111
156,3138
156,3145
156,3323
156,3605
156,3718
156,3750
156,3761
156,3920
156,3922
156,3940
156,3958
156,4047
156,4051
156,4077
156,4145
156,4150
156,4160
156,4177
156,4178
156,4213
156,4242
156,4258
156,4265
156,4343
156,4351
156,4355
156,4381
156,4384
156,4391
156,4473
156,4481
156,4483
156,4525
156,4537
156,4548
156,4550
156,4556
156,4563
156,4662
156,4710
156,4744
156,4788
156,4809
156,4905
156,5046
156,5078
156,5090
156,5105
156,5152
156,5184
156,5202
156,5276
156,5282
156,5328
156,5330
156,5430
156,5436
156,5450
156,5453
156,5475
156,5960
156,5990
156,6009
156,6129
156,6403
156,6535
156,6629
156,6648
156,6870
156,7289
156,7524
156,7740
156,7825
156,7908
156,8547
156,8584
156,8585
156,8586
156,8587
156,8588
156,8589
156,8590
157,373
157,538
157,3103
157,6616
157,6617
158,3583
158,3605
158,3743
158,7005
158,7467
158,7468
158,7469
159,324
159,577
159,1356
159,1459
159,1676
159,1705
159,1791
159,2531
159,2865
159,3108
159,3146
159,3469
159,3839
159,4077
159,4165
159,4192
159,4705
159,6367
159,6485
159,8117
159,8911
159,8912
160,4035
160,5126
161,3605
161,6170
161,8410
161,8981
162,6970
162,6971
163,405
163,2815
163,3066
163,3101
163,3109
163,3377
163,3410
163,3762
163,3935
163,4587
163,4906
163,4919
163,6082
163,6946
163,6947
163,6948
163,6949
163,6950
164,4080
165,5308
166,609
166,744
166,1313
166,1989
166,3746
166,3944
166,3946
166,3947
166,4010
166,4047
166,4348
166,4777
166,6010
166,6162
166,6340
166,7247
166,7360
166,7519
166,7604
166,7882
166,7926
166,7927
166,7928
166,7929
166,7930
166,7931
166,7932
166,7933
166,7934
166,7935
167,3137
168,460
168,822
168,1472
168,1565
168,1795
168,2942
168,3390
168,3569
168,3816
168,3839
168,3844
168,3859
168,3920
168,4154
168,4203
168,4229
168,4241
168,4308
168,4376
168,4743
168,4948
168,5323
168,5383
168,6243
168,6342
168,6530
168,7529
168,7530
169,3139
169,3849
169,4358
169,5398
169,5508
169,7533
169,8829
170,4538
171,241
171,516
171,649
171,725
171,759
171,767
171,937
171,1154
171,1346
171,1666
171,1729
171,3103
171,3106
171,3233
171,3553
171,3762
171,3856
171,4449
171,4483
171,4531
171,4534
171,4584
171,4662
171,4800
171,4952
171,4985
171,5078
171,5702
171,5703
171,5704
171,5705
171,5706
171,5707
171,5708
171,8589
172,302
172,912
172,1934
172,2973
172,3243
172,3713
172,7267
172,7301
172,8942
173,508
173,3332
173,3333
173,3334
173,3335
173,3336
173,3337
173,3338
173,3339
173,3340
173,3341
173,3342
173,3343
173,3344
173,3345
173,3431
173,3432
173,3433
173,3434
173,3435
173,3436
173,3437
173,3438
173,3439
173,3440
173,3441
173,3442
173,3443
173,3444
173,3445
174,314
174,2490
174,3146
174,3749
174,3752
174,3773
174,3909
174,4058
174,4150
174,4178
174,4423
174,4424
174,4425
174,4426
174,4427
174,4428
174,4429
174,4430
175,4121
175,9212
175,9213
176,3538
177,1679
177,2488
177,3483
177,4839
177,5152
177,5583
177,5861
177,6444
177,6602
177,6603
177,6604
177,6605
177,6606
178,5236
178,6302
178,8325
179,963
179,1772
179,2073
179,6165
179,8482
179,9079
179,9080
179,9081
180,4144
181,393
181,478
181,4723
181,5699
181,6633
181,6695
181,6696
181,6697
181,6698
181,6699
181,6700
182,3190
182,8554
183,300
183,1347
183,1480
183,1605
183,1723
183,1768
183,2482
183,2654
183,2762
183,3147
183,3414
183,3437
183,3806
183,3950
183,3951
183,3952
183,3953
183,3954
183,3955
183,3956
183,3957
183,3958
183,3959
183,3960
183,3961
183,3962
183,3963
183,3964
183,3965
183,8820
183,8821
183,8822
184,6572
185,3108
185,3132
185,3544
185,3569
185,3849
185,3875
